title,url,ingredients,steps
느타리버섯 볶음 쫄깃한 밑반찬,https://www.10000recipe.com/recipe/6920521,느타리 152g; 당근 22g; 양파 29g; 간장 1큰술; 소금 조금; 참기름 1큰술; 다진마늘 1큰술,1. 양파와 당근은 채썰어 준비해주세요 느타리가 길쭉해서 채홽어 볶아 주시면 먹기도 편해요 | 2. 양념은 미리 만들어 두세요 간장 1큰술 다진마늘1큰술 참기름 1큰술 넣고 양념 골고루 섞어주세요 | 3. 느타리는 끓는 물에 소금 조금 넣고 살짝 데쳐주세요 느타리버섯 데쳐줘야 쫄깃한 식감이 있어요 데친 느타리 버섯은 찬물에 헹궈 물기를 꼭 짜주세요 | 4. 팬에 식용유를 넣고 당근 먼저 볶아주세요 당근이 어느정도 익으면 양파 넣고 볶아주세요 중불 물기제거한 느타리버섯을 넣고 볶아주시는데 수분이 살짝 날아갈 정도로 볶아 주세요 | 5. 미리 준비한 양념장을 넣어 볶아주시고 싱거우면 소금을 간을 해주세요 느타리 버섯볶음에 깊은맛을 내고 싶으면 물기를 제거한 느타리에 미리 준비한 양념을 넣고 먼저 버무려 준비해줬다가 볶아주면 조금더 깊은 맛이 나요 | 6. 느타리버섯 볶음 완성입니다 느타리버섯 볶음은 간편하면서 밑반찬으로 최고인거같아요 느타리 쫄깃한 식감이 아삭한 당근과 함께 먹으면 맛있어요
든든한 혼밥 돈까스김치나베,https://www.10000recipe.com/recipe/6919305,돈까스 1장; 김치 1컵; 김치국물 1/2컵; 고춧가루 1스푼; 다진마늘 1/2스푼; 국간장 1.5~2스푼; 설탕 1~1.5스푼; 맛술 1스푼; 달걀 1~2개; 물 1/2컵,"1. 돈까스 한장을 튀겨서 먹기 좋은 크기로 잘라주세요. | 2. 뚝배기에 기름을 두르고 대파, 양파를 볶아주세요. | 3. 김치를 넣고 볶다가 김치국물 종이컵으로 반컵정도 부어주세요. | 4. 어느정도 볶아졌으면 고춧가루 1스푼, 다진마늘 반스푼, 국간장 2스푼, 설탕 한스푼 반, 종이컵으로 물 반컵을 넣고 끓여주세요. 평소에 싱겁게 드시거나 덜 달게 드신다면 국간장은 1.5스푼, 설탕은 1스푼 추천드려요. | 5. 국물이 자작자작해지면 돈까스를 올려주세요. | 6. 달걀 1~2개를 풀어 가장자리에 빙빙 둘러주세요. 데코로 대파 올리면 든든한 한끼식사 완성! 팽이버섯을 추가해 주면 좋을 것 같습니다."
간단한 술안주로 최고인 버터갈릭새우 만들기,https://www.10000recipe.com/recipe/6918977,새우 20마리; 버터 20g; 올리고당 2큰술; 다진 마늘 1큰술; 파슬리 약간; 후추 약간; 올리브유 약간; 소금 약간,"1. 새우는 껍질을 깐 뒤 내장을 제거한다. | 2. 손질한 새우에 소금, 올리브유, 후추를 약간씩 넣고 버무린 다음 10분간 재운다. | 3. 버터 20g, 다진 마늘 2큰술, 올리고당 2큰술, 파슬리 가루 약간을 넣어 버터갈릭 소스를 만든다. | 4. 프라이팬을 중불로 달군 뒤 새우를 넣고 굽는다. | 5. 새우가 살짝 익으면 만들어 둔 버터갈릭 소스를 넣고 볶는다. | 6. 버터갈릭 소스가 졸아들 때까지 계속 볶으면 버터갈릭새우가 완성된다."
달콤한 양파속에 꼭꼭 숨은 닭가슴살,https://www.10000recipe.com/recipe/6918383,닭가슴살 50g; 달걀 3개; 양파 2개; 각종자투리 야채 100g; 소금 약간,"1. 양파는 껍질을 벗겨 손질해 링 모양을 살려 썰어줍니다. 남은 양파도 다져서 넣을꺼예요. 양파 손질법 레시피 | 2. 각종 자투리 채소들을 잘게 다져주세요. 편식하는 재료들을 꼭꼭 숨기기 좋아요. | 3. 단백질도 중요하니까 닭가슴살도 다져서 넣어주시구요~ | 4. 달걀 3개를 넣고, 소금으로 약간 간을 해줍니다. 잘 섞어 주세요~ | 5. 기름 두른 팬에 링으로 썰어둔 양파를 올리고 숟가락으로 달걀물을 한수저씩 떠 넣어줍니다. | 6. 뒤집을때는 뒤집개 두개를 이용해 살살 뒤집어 주세요. | 7. 속까지 골고루 익혀주세요."
맛있는 밑반찬 백종원 가지볶음,https://www.10000recipe.com/recipe/6917883,가지 2개; 고추 1개; 양파 1/4개; 대파 1대; 참기름 1큰술; 통깨 0.5큰술; 간장 2큰술; 굴소스 1큰술; 설탕 1큰술; 다진마늘 0.5큰술; 고추가루 0.5큰술; 도마; 조리용나이프; 접시; 소스볼; 숟가락; 볶음팬; 요리스푼,"1. 먼저 가지를 먹기좋게 썰어주어요,저처럼 동글하게 썰어도 좋고, 손가락 만하게 썰어도 OK! | 2. 양파는 채썰고, 파와 고추는 너무 얇지않게 쫑쫑~ 썰어주세요. | 3. 분량의 양념장을 만들어 주세요. 간장 2큰술,굴소스 1큰술,설탕 1큰술,다진마늘 0.5큰술, 고추가루0.5큰술 | 4. 넉넉하게 기름을 두른 팬에 파를 먼저 넣고 볶아서 파향을 내어 주면 볶음의 풍미가 훨씬 좋아진답니다. | 5. 파가 노릇해질때 가지와 양파를 넣고 계속 볶아주어요. | 6. 가지가 어느정도 익으면 양념장을 넣고 양념이 잘 베이도록 볶아줍니다. | 7. 완성무렵에 참기름 1큰술 휘리릭~ 둘러주고요, 고추도 넣어줍니다. 지금 고추를 넣으면 씹히는 맛이 있어 좋더라구요. | 8. 마지막으로 통깨 0.5큰술 톡톡톡~ 완성입니다 : ) | 9. 가지는 호불호가 있는 채소인데 이렇게 맛있게 볶는다면 아마도 모든분들이 만족하며 드실 수 있으실 거에요 : D"
♥[신혼밥상] 10분 반찬! 메추리알조림,https://www.10000recipe.com/recipe/6916408,메추리알 270g; 스팸 1/2캔; 청양고추 1~2개; 올리고당 1바퀴; 다진마늘 1티스푼; 참기름 1스푼; 통깨 적당히; 간장 6스푼; 설탕 1.5스푼; 맛술 2스푼; 물 1종이컵,"1. 메추리알과 스팸하나면 반찬걱정 끝! | 2. 스팸 반캔 또는 1캔 네모네모 잘라주세요. | 3. 간장 6스푼을 넣어주세요. (선택재료) 맛술2스푼 감칠맛 추가 | 4. 설탕 1스푼 반을 넣어주세요. | 5. 물은 종이컵1잔 분량 붓기. | 6. 다진마늘 커피스푼1 매콤한 맛을 좋아한다면 청양고추 또는 꽈리고추 추가 아이를 위한 반찬이라면 이 단계 생략! | 7. 7분~8분 동안 졸여주세요. | 8. 가스불 끄기 직전 올리고당 한바퀴 빙 둘러주시고 참기름 1스푼, 통깨 뿌리면 초간단 반찬 완성!"
참치김치찌개 백종원 황금레시피 꿀팁,https://www.10000recipe.com/recipe/6915971,김치 3종이컵; 참치 작은캔 1캔; 두부 1/2모; 다진마늘 1/2T; 청양고추 1개; 양파 1/2개; 대파 1/2대; 참기름 1T; 설탕 1/2T; 고춧가루 1T; 국간장 1T; 물 1000ml,"1. 먼저 양파는 채썰고 대파,청양고추는 어슷 썰어주세요. 양파는 너무 많이 넣으면 단 맛이 나니 적당한 양만 썰어주세요. | 2. 참치김치찌개 황금레시피 잘 익은 김치를 준비해주세요. 김치가 들어가는 찌개류를 만들 때는 역시 익은김치죠? 종이컵 3컵 분량의 김치를 준비해주세요. 도마 묻히기가 번거로워 집게로 잡고 잘게잘게 썰어줬어요. | 3. 팬에 참기름을 1큰술정도 두르고 김치를 볶아주다가 감칠맛을 위한 설탕 1/2T정도 넣고 볶아주세요. 중불 설탕을 넣은 후에는 쉽게 탈 수 있으니 빠르게 중불로 볶아주세요. | 4. 여기에 썰어둔 양파를 넣고 볶아주세요. 양파를 너무 많이 넣으면 국물이 달아지니 적당량만 넣어주는게 좋아요. | 5. 양파가 투명해지면 이제 재료들이 잠길정도로 물을 넣고 푸욱 끓여줄건데요, 물은 냄비에 재료들이 잠길정도로 넉넉히 넣고 간은 간단하게 고춧가루 1큰술 국간장 1큰술을 넣고 끓여주세요. | 6. 재료들이 익어가면서 간을 봤을 때 적당히 짭조름하다 싶을 때 쯤 참치를 넣어주세요. 참치를 넣을때 TIP은 기름까지 전부 넣어줘야 백종원 참치김치찌개 맛이 좋답니다. | 7. 여기에 칼칼함을 위해 썰어둔 청양고추 1개와 다진마늘 1/2T정도를 넣어주세요. 다진마늘은 마지막단계쯤에 넣어주는게 좋아요. | 8. 마무리로 썰어둔 두부와 대파까지 넣어준 후 두부가 익을정도로 강불로 화르르 5분간 끓여준 후 불을 꺼주세요. 부족한 간은 소금이나 국간장을 활용하되 국간장을 너무 많이 넣으면 국물 색이 까매져요."
깔끔고소한 아침국~~들깨무국,https://www.10000recipe.com/recipe/6915735,채썬 무 1컵; 대파 1줄; 물 3컵; 들깨가루 3큰술; 소금 1/2큰술; 참기름 1큰술,"1. 채썬 무를 냄비에 넣고, 소금1/2큰술,참기름1큰술을 넣고 볶아요. | 2. 볶다보면 무에서 물이 살짝 나오죠? | 3. 물3컵을 붓고 끓여요. 생수인데도 국물이 벌써 뽀얗죠?^^ | 4. 무가 익을정도로 끓으면 들깨까루3큰술 넣어요. | 5. 파1줄도 썰어서 올려요. 마지막 간은 소금으로 하세요. | 6. 한소끔 끓이고 그릇에 담아요."
부서지지 않은 매콤감자조림,https://www.10000recipe.com/recipe/6915180,감자 250g 1개; 대파 약간; 소금 1/2작은술; 물엿 4큰술; 매운 고추가루 1큰술; 굴소스 1/2큰술; 올리브유 2큰술; 다진마늘 1/2큰술; 물 1/2컵; 깨소금 약간,"1. 감자와 대파를 준비해주세요. | 2. 감자는 적당한 크기로 썰어 주세요. | 3. 대파도 썰어 주세요 | 4. 썬 감자는 물에 한번 헹군후 체에 받쳐 물기를 빼고, 소금 1/2 작은술과 물엿 4 큰술을 넣고, 고루 버무린 후 20분 정도 재워 주세요. | 5. 매운 고추가루 1큰술,굴소스 1/2큰술,다진 마늘 1/2큰술,올리브유 2큰술을 넣고 섞어 양념을 만들어 주세요. | 6. 감자는 체에 받쳐 국물은 따로 받아 주세요. | 7. 냄비에 따로 받은 감자 국물과 양념을 넣고, 물 1/2컵을 붓고 끓여 주세요. | 8. 감자를 넣고 뚜껑을 닫고 조려 주세요. (중간에 저어 주면서) | 9. 감자가 익으면 대파를 넣고 한소큼 끓인 후 | 10. 완성 그릇에 담고 깨소금을 뿌려 주세요."
밥도둑 반찬 고추장 달걀조림 만들기!TV 알토란 레시피,https://www.10000recipe.com/recipe/6915088,달걀 10개; 양파 1개; 청양고추 3개; 쪽파 또는 대파 약간; 멸치육수 1.5컵; 고추장 2T; 고춧가루 3T; 진간장 4T; 설탕 2T; 물엿 3T; 참기름 2T; 깨 1T; 후추 1ts,"1. 먼저 물에 소금1T,식초1T를 섞어 달걀을 7-8분 반숙으로 삶아 줍니다. | 2. 달걀이 삶아지는 동안 양파는 굵게 채 썰고 청양고추도 큼직큼직 썰어주셔요 | 3. 달걀이 삶아지면 얼음물에 바로 행궈 껍질을 깔끔히 잘 벗겨 줍니다. | 4. 참기름과 깨를 제외한 모든 양념을 한곳에 미리 섞어주셔요. 평소 단 것 싫으시면 설탕, 물엿은 조금 줄이셔도 됩니다 | 5. 냄비에 멸치육수를 넣고 양념을 잘 풀어 주신뒤 끓여줍니다. | 6. 양념이 끓기 시작하면 양파와 청양고추를 넣고 끓여줍니다. | 7. 양념이 반정도 졸아들었다 싶을때 반숙달걀을 투하 해줍니다.이대로 약 2분정도 더 끓여주시면서 달걀에 색이 입혀지게 국물을 끼얹어 주세요 | 8. 마지막으로 참기름 2T와 깨1T를 넣고 잘섞어주시고 쪽파를 고명으로 올려주시면 끝! | 9. 밥도둑 반찬 알토란 임성근님의 고추장 달걀조림 완성입니다^^ | 10. 한번 먹어보니 촉촉한 반숙달걀에 매콤달콤 양념이 어우려져 넘 맛있네요.꼭 떡볶이 양념같은게 은근 중독성 있고 정말 짱짱짱!뜨끈한 밥에 비벼 먹으면 밥 한공기 뚝딱 하게 됩니다^^"
감자어묵국 보들보들하게 즐기는 간단국요리,https://www.10000recipe.com/recipe/6914749,감자 1개; 양파 1/2개; 어묵 100g; 대파 15cm; 멸치육수 7컵; 국간장 1큰술; 다진마늘 0.5큰술; 고춧가루 약간; 소금 약간; 후추 약간,"1. 물 7컵에 다시재료를 넣어주고 중약불에서 뭉근하게 끓여 육수를 내줍니다. | 2. 감자와 양파는 채썰어주고, 어묵과 대파는 어슷 썰어주세요. 기호에 따라 청양고추 반개 분량을 총총 썰어 넣어주셔도 좋습니다. | 3. 육수가 끓기 시작하면 감자를 먼저 넣어 중약불에서 5분간 끓여 익혀줍니다. 그리고 국간장 1큰술을 더해 기본적인 간을 맞춰주세요. | 4. 감자가 반투명하게 익어가면 어묵과 양파, 대파를 넣어 끓여주세요. | 5. 다진마늘 0.5큰술과 고춧가루를 살짝 더해줍니다. | 6. 모든 재료가 고르게 익고 국물에서 맛이 배어나오기 시작하면 기호에 맞게 소금과 후추로 간을 조절해주고 감자어묵국을 마무리해줍니다. | 7. 뜨끈하니 김 모락모락 올라오는 모습만 봐도 괜히 어깨에 힘이 흉~ 하고 풀리는 것 같은 감자어묵국입니다. | 8. 보들보들, 따끈따끈. 자극적이지 않아 아침국으로 아주 좋아요! | 9. 속 편하게 달래주는 감자어묵국. 오늘도 맛있게 드시고 행복한 하루 되세요 :)"
목우촌 집반찬 간편요리 마늘쫑 소시지 볶음,https://www.10000recipe.com/recipe/6913952,프랑크소시지 1개; 마늘쫑 1단; 간장 2; 올리고당 1; 참기름 1; 통깨,"1. 프라임 꼬치구이 프랑크를 먹기좋은 크기로 썰어주세요. | 2. 마늘쫑을 3~4cm 길이로 썰어주세요. | 3. 펄펄 끓는물에 마늘쫑을 30초 데쳐주세요. | 4. 소시지도 1분간 데쳐줍니다. | 5. 후라이팬에 기름을 두르고 마늘쫑과 소시지를 넣고 볶아줍니다. | 6. 간장2, 올리고당 1넣고 볶아줍니다 | 7. 마늘쫑이 어느정도 숨이 죽으면 참기름1, 통깨를 뿌리고 조금 더 볶아주세요. | 8. 어른아이 모두 좋아하는 반찬~ 마늘쫑 소시지 볶음완성!"
"국물이 일품인 잔치국수 만들기. 멸치국수 레시피/양념장, 육수만드는법",https://www.10000recipe.com/recipe/6913492,국물용 멸치 20~30마리; 대파 1/2; 양파 1/2; 호박 1/3; 당근 1/3; 다진마늘 1.5큰술; 소면 양껏; 표고버섯 1개; 달걀 2개; 청양고추 2개,"1. 가장 먼저 물 2L에 멸치 20~30여 마리, 대파 1/4, 통마늘 2~3개 를 넣고 육수를 우려줍니다. | 2. 육수가 끓는 동안 당근, 양파, 애호박, 표고, 대파를 손질해줍니다. 애호박 손질법 레시피 | 3. 채썰듯이 준비해주세요. | 4. 육수는 10분 정도 끓여주시고, 망에 걸러 내용물을 전부 빼주세요. 육수는 너무 오래끓이면 도리어 맛이 텁텁해집니다. | 5. 육수에 손질한 채소를 넣어주시고 다시 끓여주세요. | 6. 멸치의 깊은 맛에 채소의 시원함이 가미가 됩니다. 끓이면서 거품 제거도 해주시구요. | 7. 국간장 1큰술, 진간장 1큰술, 소금은 맛을 봐가며 간을 해줍니다. 다진마늘 1큰술도 넣어주시구요. 너무 싱거우면 국수를 말았을때 싱거워집니다. 적당히 간간하게 해주세요. | 8. 마지막으로 달걀을 풀어 끓는 육수에 부어주시고 불을 꺼주세요. | 9. 양념장은 진간장 5큰술, 참깨 1큰술, 청양고추 2개, 설탕 1작은술, 고춧가루 1작은술, 그리고 물 2큰술을 넣어 잘 섞어주면 완성입니다. 참기름을 넣는분도 계신데 전 참기름이 들어가면 좀 느끼하더라구요. 취향대로 하시면 되요 | 10. 소면 1인분은 보통 남자분은 500원짜리 동전크기 정도를 잡으면 맞습니다. 전 배고프니까 600원짜리입니다. ㅋㅋ 여성분은 400원(?)짜리 | 11. 끓는 물에 소면을 넣고 넘쳐흐르기 전에 물을 반컵 넣고 가라앉히고, 다시 끓어오르면 물을 반컵 넣으세요. 이런식으로 3번째 물을 넣을때 불을 꺼주시고 | 12. 체에 받쳐 차가운물에 빨듯이 박박 씻어주세요. | 13. 육수와 양념장을 부어주면 완성!! | 14. 고명으로 김치, 김 등을 추가하셔도 됩니다. 자 맛있게 드세요. 후루룩 정말 잘 넘어가죠?"
에어프라이어 콘치즈 토스트 만들기!중독성 강하네요!,https://www.10000recipe.com/recipe/6913489,식빵 1장; 캔옥수수 2T; 설탕 1/2T; 마요네즈; 파슬리가루,"1. 물기를 제거한 캔옥수수와 설탕,마요네즈를 넣고 잘 섞어주세요 | 2. 식빵 한장에 방금 만든 콘마요를 골고루 잘 올려 주세요 | 3. 이제 치즈를 넉넉하게 뿌려주신뒤 파슬리 가루도 솔솔 뿌려주셔요 파슬리가루 없으시면 패스하세요 | 4. 170도에 4분 돌려주심 끝!집에 가지고 계신 에어프라이어마다 화력이 약간씩 다르니 기호에 맞게 1-2분 더 추가해주시면 되겠습니다 에어프라이어 | 5. 에어프라이어로 뚝딱 만든 콘치즈 토스트 완성됬어요. 한입 먹어보면 손을 멈출수 없게 맛있답니다, 강추해요!"
여름철 입맛 돋우는 백종원 상추겉절이 황금레시피,https://www.10000recipe.com/recipe/6913218,상추 1봉지; 양파 1/2개; 고춧가루 1T; 간장 1T; 액젓 1T; 설탕 1T; 간마늘 1T; 다진파 1T; 참기름 1T; 깨 1T,"1. 먼저 깨끗이 씻은 상추는 먹기좋은 크기로 썰어 줍니다.집에 먹고 남은 깻잎도 남아있어서 몇장 넣어 주었어요^^ | 2. 상추만 넣으면 심심하니까 아삭아삭 양파도 얇게 채 썰어 넣어주었어요. 집에 당근 있으심 당근도 채썰어 넣어주셔요 | 3. 참기름과 깨를 제외한 양념을 다 섞어주셔요. 모든 양념을 1스푼씩 맞추면 되니 참 쉽쥬?^^ T:성인 숟가락 기준 | 4. 상추에 양념장을 넣어주시되 처음부터 다 넣지 마시고 간을 보시면서 본인 기호에 맞게 추가하셔요 상추양이 2배면, 양념도 각각 2스푼으로 늘려주심 됩니다. | 5. 고소한 참기름 1스푼, 깨 1스푼도 넣고 가볍게 조물조물 무쳐주심 끝! 힘주어 무치면 상추가 숨이 죽을수 있으니 가볍게 무쳐 주셔요 | 6. 여름철 입맛 돋우는 반찬 백주부님 상추겉절이 완성입니다 | 7. 한입 먹어보니 어머나! 어쩜 이렇게 간이 딱 맞으면서 맛있죠?만들기는 참 쉬운데 맛도 좋은 점이 바로 백주부님 레시피의 매력인듯요"
버섯으로 관자 느낌 내는 방법! 새송이버섯간장버터구이 만들기,https://www.10000recipe.com/recipe/6912734,새송이버섯 2개; 버터 30g; 어린잎채소; 간장 1T; 맛술 1T; 올리고당 1/2T,"1. 버섯의 밑동과 갓을 잘라낸 뒤, 3~4등분 한다 | 2. 자른버섯의 양면에 칼집을 낸다 | 3. 팬에 버터를 녹인다 | 4. 버섯을 굽는다 | 5. 불을 약불로 줄이고 소스를 넣고 졸인다"
박막례 간장비빔국수 맛의 재발견,https://www.10000recipe.com/recipe/6912388,소면 2인분; 애호박; 당근; 진간장 3스푼; 설탕 3스푼; 식초 1스푼; 다진마늘 1스푼; 참기름 2스푼; 통깨 1스푼; 물 1스푼,"1. 먼저 애호박과 당근은 채썰어 준비해주세요. | 2. 냄비에 물이 끓으면 소면을 넣어주고 끓어오르면 찬물 반컵 부어주고, 또 끓어오르면 찬물 반컵 부어주고, 그렇게 2-3번의 과정을 반복해주세요 | 3. 면이 거의 익었을때쯤 썰어둔 애호박과 당근을 넣고 1-2분정도 더 끓여주고 면과 야채는 빠르게 찬물로 이동해 전분기를 빼주고 채에 받쳐 물기를 빼주세요. | 4. 진간장 3스푼, 설탕 3스푼, 식초 1스푼, 다진마늘 1스푼, 참기름 2스푼, 통깨 1스푼, 물 1스푼을 섞어 간장양념을 만들어주세요. | 5. 그릇에 물기를 뺀 면과 야채를 담고 분량의 양념을 올려 슥슥 비벼주기만 하면 맛있는 간장국수 완성이에요♥"
"순두부찌개. 바지락, 고기 없이도 기가 막힌 순두부찌개 만드는 법 / 만들기 / 순두부찌개 황금 레시피",https://www.10000recipe.com/recipe/6912220,순두부; 대파 1/4개; 양파 1/4개; 애호박 1/4개; 청양고추 1개; 달걀 1개; 참기름 1큰술; 식용유 2큰술; 고추가루 1.5큰술; 소금 1/2큰술; 설탕 1꼬집; 굴소스 1큰술; 간장 1큰술; 다진 마늘 1큰술; 멸치육수; 뚝배기; 나무도마; 요리젓가락; 요리스푼,"1. 제일 먼저 멸치 육수를 끓여주세요. 멸치외에 있으면 표고버섯 약간, 다시마 약간 넣고 끓이면 되는데 없으면 멸치만 넣고 그냥 끓여도 됩니다. 그 다음은 채소를 손질해야겠죠. 대파 1/4과 양파 1/4을 잘게 썰어주시고요. | 2. 매콤한걸 좋아하시는분은 청양고추 하나 어슷하게 썰어주시고 | 3. 호박 1/4은 반달 모양으로 썰어주세요. | 4. 재료손질은 벌써 끝났네요. 다음은 준비한 뚝배기나 냄비에 참기름 1큰술, 식용유 2큰술을 넣어주세요. | 5. 그리고 준비한 양파, 대파를 넣고 볶아주세요. | 6. 그리고 고추가루 1큰술 반을 넣고 고추기름을 만들어줍니다. 매운걸 못드시는 분은 한큰술만 넣으세요. | 7. 고추기름을 만들었으면 소금 반큰술, 설탕 한꼬집을 넣어주세요. 설탕은 안넣으셔도 되긴 한데 보통 식당에서는 넣죠. | 8. 그 다음엔 굴소스 1큰술, 간장 1큰술을 넣고 저어서 섞어주세요. | 9. 그 다음은 멸치육수를 부어주세요. 준비된 냄비에 반 정도를 채워주세요. 너무 많이 부으면 순두부 넣을때 넘칩니다. | 10. 자 이제 팔팔 끓여줍니다. 끓기 시작하면 호박과 고추를 넣고, 다진마늘도 한큰술 넣어주세요~ | 11. 그 다음은 순두부를 넣어줍니다. | 12. 마지막으로 달걀과 파를 넣어 마무리 해줍니다. | 13. 제눈에는 엄청 맛있어 보이는데 어떠세요? 사실 순두부찌개의 맛을 좌우하는 바지락이나 돼지고기 없이 맛을 내려면 쉽지 않은데요. 제가 생각하는 포인트는 바지락이나 돼지고기가 없으면 굴소스 정도는 꼭 들어가야 하고, 멸치육수도 필요합니다. 그리고 간이 적당히 맞아야 합니다."
"백종원 부추무침, 찰떡궁합! 훈제오리 부추무침",https://www.10000recipe.com/recipe/6912121,부추 200g; 양파 1/2개; 고춧가루 2.5큰술; 식초 2큰술; 액젓 2큰술; 설탕 1.5큰술; 마늘 1큰술; 참기름 1큰술; 통깨 1큰술; 훈제오리,"1. 마트에서 판매되는 부추를 사와 꺼내 반이 조금 안되는 양을 잡아보니 한 주먹 가득 약 200g이 나오네요. | 2. 깨끗이 씻어 물기를 털고 먹기 좋은 크기 약 5~7센티로 잘라 주어요. | 3. 버무릴 양푼에 부추와 함께 양파도 채 썰어 넣습니다. | 4. 고춧가루 2.5, 액젓 2, 식초2, 설탕1.5, 마늘 1, 참기름 1큰술을 넣고요(통깨는 버무린 후에 넣음) | 5. 잘 섞으면 맛있는 양념장이 만들어집니다. | 6. 양념장을 넣고 부추, 양파와 잘 버무린 후 마지막에 통깨 촤라락~ 뿌려 부추무침 완성합니다. | 7. 훈제오리는 찌거나 또는 팬에 2~3분 구워 기름을 제거하고 부추무침과 함께 해요. 완성!! | 8. 새콤달콤~한 부추무침이 훈제오리와 정말 잘 어울립니다. 간단하게 만들 수 있는 푸짐한 한끼입니다 :)"
백종원 마파두부 만드는 법 _두반장 없이도 ok!,https://www.10000recipe.com/recipe/6911795,다진돼지고기 450g; 두부 1모; 썰어놓은 파 1줌; 청양고추 기호에맞게; 고추장 2스푼; 된장 1스푼; 다진마늘 1스푼; 간장 또는 굴소스 1스푼; 고춧가루 1스푼; 올리고당 0.5스푼; 참기름 0.5스푼; 전분 0.5스푼,"1. 준비재료 청양고추는 취향에 따라서 빼도 괜찮고, 전분이 없을 때는 물 조절을 잘해주면 괜찮은 거 같아요 :) | 2. 파 기름을 내기 위해 식용유를 두르고 파를 먼저 볶아주세요 저는 향만 조금 나길 원해서 냉동 보관한 파를 조금 넣고 볶아주었어요 ㅎㅎ | 3. 파 기름이 어느 정도 나면 다짐육을 넣고 볶아주세요~!! 양파가 있다면 양파도 함께 넣어 주셔도 좋아요 ㅎ 양파가 있으시다면 양파도 넣어주셔도 맛있어요~! | 4. 고추장 2 큰 술, 된장 1 큰 술, 고춧가루 1 큰 술, 간장 1 큰 술, 올리고당 0.5 넣고 볶아주세요 어느 정도 고기가 익으면 양념을 넣고 같이 볶아주세요~! 타지 않게 빠르게 휙휙 ㅎㅎ 간장 대신 굴 소스를 넣어줘도 맛있어요!! 굴 소스를 넣음 더욱 맛있는 ㅎㅎ | 5. 물을 종이컵 1컵-1.5컵을 넣고 중간에 간을 보시고 물을 더 넣으시거나 간장 양을 조절해주시면 됩니다 :) | 6. 썰어둔 두부를 넣어주세요 약간 고추장이나 된장을 많이 넣으셨으면 짤 수 있으니 물양을 넉넉하게 넣은 뒤 졸여주셔도 괜찮더라고요 ㅎ | 7. 청양고추를 넣고 보글보글, 자작자작 해질 때까지 졸여준뒤 전분을 풀어서 농도를 맞춰 주세요! 전분이 없으시다면 조금 더 졸여주시면 될 거 같아요 | 8. 참기름을 넣고 나면 끝~! 간단하고 맛있는 마파두부 완성:) | 9. 만든 마파두부를 밥위에 부어주면 끝!"
에어프라이어로 달콤한 허니버터 고구마 만들기,https://www.10000recipe.com/recipe/6911766,고구마; 버터; 꿀; 피자치즈,1. 먼저 고구마를 익혀줄껀데 깨끗이 씻은 고구마를 180도 15-20분 돌려주세요 에어프라이어 | 2. 다익은 고구마는 칼로 반나눠 썰어 주시는데요. 칼이 끝가지 가지 않게 위에만 살짝 썰어주신 뒤 손으로 벌려 주시면 됩니다. | 3. 버터 한조각 가운데 올리고 꿀 살짝 뿌려줍니다 | 4. 그 다음 그 위에 모짜렐라 치즈를 뿌리고 파슬리가루를 솔솔 뿌려주신뒤 170도에 5분 돌려 주시면 끝!!! *에어프라이어마다 화력이 약간씩 다르니1-2분 추가해주시면 됩니다 | 5. 에어프라이어로 만든 허니버터고구마 완성되었어요^^ | 6. 노릇노릇하니 정말 맛있어 보이지 않나요?한입 먹어보니 우왕!버터향 솔솔 나면서 달콤+고소하니 너무나 맛있어요.패밀리 레스토랑 부럽지 않은 맛이에용ㅎ
수미네반찬 김치전 만들기 바삭하게,https://www.10000recipe.com/recipe/6911743,김치 2컵; 부침가루 1컵; 김치국물 1/3컵; 물 2/3컵; 다진마늘 1/2스푼; 믹싱볼; 가위; 요리스푼; 프라이팬; 뒤집개; 접시,1. 먼저 김치는 볼에 넣어 가위를 이용해 쫑쫑 잘게 썰어서 준비합니다 방송에서는 줄기부분이 아삭해서 줄기부분 위주로 쓴다고 하는데 저는 그냥 섞어서 사용했어요 | 2. 그리고 부침가루 1컵 가득 넣고 김치국물 1/3컵 정도 넣어주고 다진마늘 반스푼도 넣어줍니다 수미네반찬 포인트는 바로 다진마늘! 다진마늘 넣으니까 뭔가 감칠맛이 더 나는것 같았어요 | 3. 물도 2/3컵 넣어주는데요 물은 넣어가며 반죽의 농도를 맞춰주면 되요 반죽이 너무 되다면 물을 살짝 추가해줍니다 물 넣고 쉐킷쉐킷 잘 섞어주세요 | 4. 기름두른 팬에 반죽을 올려 동그랗게 모양을 잡아줘 앞뒤로 노릇하게 구워줍니다 | 5. 접시에 예쁘게 담아주니 먹음직스러운 김치전 만들기 완성♥
